<unk>	0
<s>	0
</s>	0
▁	-3.26423
ን	-3.4456
ም	-3.71621
▁፡	-3.81691
ት	-4.28874
,	-4.34295
▁የ	-4.35707
.	-4.37237
▁በ	-4.54294
ው	-4.69039
ና	-4.69677
ል	-4.72555
ስ	-4.79789
▁አ	-4.92602
▁እና	-4.97712
ር	-4.98563
▁(	-5.00719
።	-5.14525
▁ላይ	-5.20715
▁ከ	-5.27852
▁ነው	-5.32279
:	-5.37091
ብ	-5.40649
ድ	-5.50572
▁)	-5.50764
▁መ	-5.51005
-	-5.51212
፥	-5.5484
ራ	-5.60534
▁ወደ	-5.60856
▁ውስጥ	-5.60889
ለ	-5.61789
▁ይ	-5.62913
ዎች	-5.66193
▁ለ	-5.67351
ደ	-5.68413
ክ	-5.68689
ቀ	-5.69073
ህ	-5.70361
ታ	-5.71154
፤	-5.73021
;	-5.7309
ግ	-5.74888
)	-5.8295
ማ	-5.85295
▁የሚ	-5.86159
▁ተ	-5.87587
ሳ	-5.89086
ረ	-5.89499
ጥ	-5.90973
ላ	-5.91272
መ	-5.91308
በ	-5.92583
ቅ	-5.95014
ይ	-5.96416
▁ሁሉ	-5.98276
▁ጊዜ	-5.98553
▁ያ	-5.9873
ሉ	-5.9994
s	-6.02218
ሰ	-6.0499
ያ	-6.05007
ዳ	-6.07783
▁ጋር	-6.08682
ች	-6.14336
ፍ	-6.14396
▁እንደ	-6.14533
ባ	-6.1654
ነ	-6.1906
ዋ	-6.19165
▁የተ	-6.20312
▁እ	-6.20409
▁-	-6.20679
ገ	-6.2169
ተ	-6.25366
የ	-6.26883
▁&	-6.28293
▁ማ	-6.29363
▁«	-6.31127
ፈ	-6.31952
ጋ	-6.32268
▁ወይም	-6.35652
ካ	-6.3587
gt	-6.36949
▁ነገር	-6.39134
▁አንድ	-6.40069
ዝ	-6.40468
▁/	-6.40612
▁»	-6.42932
▁፣	-6.45935
በት	-6.50044
ሽ	-6.5046
▁ግን	-6.51898
ሪ	-6.53175
ጠ	-6.55505
?	-6.5603
▁ይህ	-6.56436
▁ሰው	-6.57302
ቱ	-6.59713
▁፤	-6.6107
ነት	-6.61111
ጣ	-6.63555
ቃ	-6.63974
