<unk>	0
<s>	0
</s>	0
▁	-2.73043
ਰ	-3.8639
,	-3.98775
.	-4.13076
ਨ	-4.13291
ਲ	-4.15521
ਕ	-4.38885
ੋ	-4.6516
ੇ	-4.6581
ਸ	-4.67329
▁ਹੈ	-4.70798
ਮ	-4.73682
s	-4.74302
ਟ	-4.80598
:	-4.86988
▁ਸ	-4.89467
-	-4.89798
e	-4.91339
ਤ	-4.92771
▁ਦੇ	-4.96798
t	-4.99588
ਪ	-4.99783
o	-5.08286
▁ਨੂੰ	-5.13211
ੀ	-5.13655
▁ਲਈ	-5.13798
▁ਅਤੇ	-5.15666
i	-5.20055
ਿ	-5.21282
p	-5.24142
ਡ	-5.24368
)	-5.26004
ੂ	-5.26767
a	-5.27506
d	-5.27838
ਣ	-5.37522
▁ਦੀ	-5.3894
ਾਂ	-5.44144
ਗ	-5.5021
ਾਈ	-5.51767
ਬ	-5.54208
▁ਪ	-5.56902
▁ਅ	-5.56994
▁(	-5.59878
m	-5.60626
ਜ਼	-5.61524
ਜ	-5.61879
ੈ	-5.62159
ਵ	-5.65375
g	-5.65906
ਰੀ	-5.6636
y	-5.6774
ਸ਼	-5.69423
ਚ	-5.70987
ੁ	-5.73368
ਾ	-5.73636
n	-5.7839
▁ਵਿੱਚ	-5.7839
ਦ	-5.7846
5	-5.80528
u	-5.82013
8	-5.82713
3	-5.82914
ਿਆ	-5.8443
2	-5.86781
▁ਮ	-5.86967
l	-5.87564
k	-5.89833
▁ਆ	-5.9012
c	-5.90915
ਹ	-5.91196
7	-5.91421
ੰ	-5.93105
f	-5.93213
▁ਨਾਲ	-5.96694
▁ਇੱਕ	-5.96818
ਲਾ	-5.97214
ਰਾ	-5.97291
er	-5.9742
▁ਦਾ	-5.97774
▁ਕਿ	-5.99735
ਤਾ	-5.99966
4	-6.01207
▁1	-6.02175
▁ਕਰਨ	-6.02374
ਦਾ	-6.0333
an	-6.03498
b	-6.03792
in	-6.06716
S	-6.069
ਫ	-6.08046
h	-6.09051
▁ਹਨ	-6.09612
ਧ	-6.10324
▁ਇਸ	-6.10588
▁S	-6.11037
1	-6.11093
6	-6.11655
▁ਹੋ	-6.11986
▁ਗ	-6.12007
ਤੇ	-6.13006
▁ਫ	-6.13166
▁ਪ੍ਰ	-6.16404
▁ਵ	-6.18596
ar	-6.19362
9	-6.19414
on	-6.20013
▁/	-6.20181
▁ਜ	-6.21504
▁'	-6.22054
▁C	-6.24111
▁ਬ	-6.24971
0	-6.26486
ਲੀ	-6.2718
▁-	-6.27442
ਵਾ	-6.29409
ਥ	-6.29687
or	-6.30039
▁ਚ	-6.30782
▁ਇਹ	-6.30884
P	-6.31224
