<unk>	0
<s>	0
</s>	0
▁	-2.84955
.	-3.81791
ો	-3.92328
ર	-3.95701
,	-4.06929
ન	-4.22011
મ	-4.52429
▁છે	-4.55021
ક	-4.55882
લ	-4.60047
ે	-4.76274
:	-4.82026
s	-4.82306
ટ	-4.89343
ી	-4.91997
િ	-4.94442
સ	-4.96261
ને	-4.98313
ત	-4.98515
વા	-5.00542
-	-5.09084
)	-5.11904
ં	-5.12316
▁અને	-5.12905
ની	-5.13121
ના	-5.13602
a	-5.15447
▁આ	-5.16746
ુ	-5.17703
માં	-5.20852
પ	-5.21616
ા	-5.25224
વ	-5.25471
o	-5.26055
e	-5.35058
t	-5.36124
ડ	-5.3961
▁માટે	-5.43223
▁તે	-5.45194
▁(	-5.45253
ઓ	-5.46913
ગ	-5.47966
p	-5.5078
જ	-5.54806
્	-5.57378
તા	-5.58416
▁ક	-5.61056
▁સ	-5.61789
બ	-5.62939
▁અ	-5.68838
▁કે	-5.69234
▁એ	-5.69691
ૂ	-5.70471
i	-5.71155
u	-5.73152
ય	-5.74662
d	-5.75523
ચ	-5.75636
m	-5.79902
9	-5.80521
▁કરો	-5.82335
દ	-5.83337
રી	-5.85579
શ	-5.86301
નો	-5.87349
▁બ	-5.87743
l	-5.90404
1	-5.90998
y	-5.91386
▁જ	-5.93546
ર્	-5.93709
▁જે	-5.95225
▁પર	-5.9561
▁-	-5.96697
g	-5.97296
S	-5.97483
▁વ	-5.98224
ળ	-5.98355
ું	-5.98752
હ	-5.99381
c	-5.99914
5	-6.02716
▁પ	-6.03749
3	-6.05444
b	-6.05845
4	-6.06259
નું	-6.06313
ણ	-6.0663
C	-6.07062
એ	-6.07843
7	-6.08397
રા	-6.1012
્યા	-6.1114
્ય	-6.1159
▁એક	-6.12534
A	-6.15185
િક	-6.15329
ફ	-6.16227
2	-6.16299
0	-6.17661
▁પા	-6.18154
k	-6.198
f	-6.21433
ધ	-6.22005
6	-6.22097
8	-6.22277
ઇ	-6.2401
ઝ	-6.26248
▁મા	-6.28104
▁નથી	-6.28532
n	-6.29483
T	-6.30445
▁1	-6.30553
P	-6.31019
િત	-6.31655
▁પ્ર	-6.31889
00	-6.32039
er	-6.32073
ખ	-6.32315
▁કર	-6.33659
M	-6.34224
D	-6.37466
an	-6.37701
થી	-6.38269
લા	-6.39636
▁સં	-6.39826
▁દ	-6.40158
▁તમે	-6.4088
in	-6.41055
/	-6.41344
ઈ	-6.42241
O	-6.44662
E	-6.44761
વી	-6.45619
▁સાથે	-6.4583
R	-6.46419
▁વિ	-6.47302
લી	-6.47423
▁જો	-6.48672
r	-6.49395
કા	-6.50277
▁S	-6.50352
શે	-6.5064
