<unk>	0
<s>	0
</s>	0
ه	-3.321
▁و	-3.65006
.	-4.14969
▁به	-4.19525
ی	-4.38372
▁ئه	-4.41012
▁ده	-4.43271
,	-4.46394
،	-4.48451
▁له	-4.50834
▁	-4.53278
▁که	-4.61453
▁وه	-4.63851
▁ی	-4.69824
▁(	-4.8408
▁هه	-4.84119
▁ر	-4.86811
▁ji	-5.05755
ê	-5.12488
a	-5.17881
▁û	-5.19983
▁bi	-5.24978
▁بۆ	-5.28928
)	-5.31501
▁ku	-5.3277
▁سه	-5.37157
:	-5.37341
▁li	-5.467
▁ن	-5.48977
و	-5.53106
ên	-5.57033
s	-5.61343
▁یه	-5.62523
▁نه	-5.63527
▁de	-5.64438
▁،	-5.65567
▁di	-5.66519
ن	-5.67084
▁bo	-5.6773
▁گه	-5.73183
یان	-5.73328
n	-5.74444
▁خوا	-5.75078
▁پ	-5.7542
م	-5.78903
▁م	-5.85418
ە	-5.87335
î	-5.88142
-	-5.88149
▁وانه	-6.02336
دا	-6.03782
▁لە	-6.09448
مان	-6.15641
▁ته	-6.16576
an	-6.18004
▁ya	-6.19591
▁ڕاستی	-6.20159
▁ser	-6.25934
▁روه	-6.28668
e	-6.30493
▁ش	-6.31991
ت	-6.32534
▁e	-6.33229
ان	-6.33753
▁بێت	-6.3595
به	-6.37699
▁یان	-6.38532
▁ت	-6.39822
▁.	-6.4047
▁مه	-6.41498
▁xwe	-6.41552
تان	-6.43863
▁بە	-6.44497
▁کە	-6.50398
▁زۆر	-6.52089
y	-6.52908
▁a	-6.55048
▁ئێمه	-6.55866
▁خه	-6.56553
که	-6.57922
▁دا	-6.59089
▁کرد	-6.60253
in	-6.60776
▁ne	-6.60936
;	-6.64401
▁re	-6.66148
▁بێ	-6.67236
▁باوه	-6.67479
m	-6.70005
▁ق	-6.70862
iya	-6.71755
▁ڵ	-6.73138
▁کان	-6.73228
▁ئێوه	-6.7333
▁بکه	-6.73454
▁بوو	-6.74141
▁ک	-6.74542
▁تی	-6.74577
ێکی	-6.74981
ek	-6.75288
▁موو	-6.75817
▁فه	-6.78862
▁)	-6.79596
ین	-6.80567
d	-6.81462
▁S	-6.81961
▁تۆ	-6.82477
t	-6.84677
▁لێ	-6.84988
▁من	-6.85721
▁ره	-6.85765
ya	-6.86709
▁جا	-6.88853
ەوە	-6.88977
▁ست	-6.90086
▁jî	-6.90507
▁ڕه	-6.92766
▁-	-6.9292
▁تا	-6.9317
▁پێ	-6.93323
▁me	-6.934
▁A	-6.93748
▁yên	-6.93853
▁an	-6.94179
▁بوون	-6.95343
ش	-6.95561
kirina	-6.96089
